4005,14699
4006,13588
4008,12388
4010,22277
4012,13430
4013,16319
4015,12937
4017,21294
4019,11056
4021,11289
4023,10516
4024,21749
4026,18126
4028,17714
4030,16240
4032,20791
4034,13203
4035,20793
4037,21323
4039,15819
4041,13580
4043,13391
4045,11239
4046,13067
4048,11998
4050,11062
4052,19863
4054,21898
4056,10480
4058,11098
4060,20856
4062,22591
4063,20618
4065,11069
4067,20843
4068,20539
4069,11265
4071,18420
4073,16698
4074,13094
4076,10593
4078,12684
4079,13064
4081,11454
4083,19804
4085,10716
4087,12525
4089,10817
4090,23404
4091,13065
4093,13172
4095,20612
4097,11097
4099,22421
4101,10279
4102,12282
4103,19046
4105,19875
4107,10662
4108,13539
4110,21307
4112,13163
4113,23866
4114,20838
4115,12607
4116,18157
4117,22625
4119,18305
4121,20443
4123,12520
4125,16634
4127,12195
4130,10736
4131,13689
4132,13429
4134,11113
4135,10718
4136,21870
4137,22469
4138,24281
4140,17513
4141,12683
4142,18199
4143,22791
4144,10655
4145,14219
4146,13668
4147,20549
4148,23692
4149,21675
4150,18610
4151,22974
4152,17566
4153,24215
4154,12865
4155,21046
4156,18823
4157,11090
4158,20603
4174,11622
4175,20816
4176,12608
4177,10141
4178,19909
4179,10383
4180,11066
4181,12970
4182,11051
4183,22349
4184,13672
4185,21601
4186,11621
4188,19698
4189,21043
4190,22586
4207,21235
4208,15565
4209,23792
4211,11022
4212,16593
4213,17064
4214,13649
4217,24196
4218,11528
4219,15669
4220,10988
4221,10072
4222,10390
4223,23638
4224,15567
4225,22286
4226,11064
4227,23506
4228,19905
4229,13173
4240,13024
4241,19647
4242,15562
4244,10507
4245,11512
4246,20808
4247,22227
4248,19652
4249,12252
4250,13022
4251,19081
4252,17854
4255,18011
4256,23423
4257,16864
4258,17835
4272,20548
4273,15636
4274,23746
4275,10096
4276,13332
4277,14276
4278,20542
4279,11599
4280,15557
4281,20010
4282,17051
4283,21366
4284,21178
4285,21719
4286,18407
4287,16669
4288,11318
4305,18801
4306,13228
4307,24405
4308,24408
4309,10134
4311,22886
4312,11004
4313,17719
4314,13662
4315,14246
4316,10675
4317,10396
4319,17183
4320,11364
4321,17278
4322,11357
4323,18611
4324,13476
4325,19044
4327,20601
4328,12543
4329,22216
4337,19045
4339,21732
4340,17635
4341,10714
4342,18763
4343,17326
4345,21774
4362,14029
4363,22618
4364,11505
4365,11944
4366,11942
4367,19903
4368,17697
4369,19702
4370,23204
4371,11311
4372,12422
4373,17169
4374,13769
4375,17754
4376,20855
4377,15672
4378,23967
4379,10144
4380,19703
4381,21891
4382,13259
4383,10580
4384,19914
4385,18124
4401,12789
4402,18640
4403,12985
4404,11360
4405,13279
4406,12305
4407,11620
4408,23753
4409,11057
4410,11805
4411,12940
4412,11327
4413,19881
4414,11839
4415,13280
4416,17664
4417,19944
4433,15889
4434,10728
4435,13509
4436,16825
4437,23837
4438,10503
4439,18256
4440,19673
4441,11099
4442,22222
4443,17862
4444,11597
4445,12870
4446,22629
4447,10482
4448,17549
4449,21367
4467,17260
4468,17116
4470,17173
4471,10387
4472,23330
4473,13505
4474,10820
4475,12257
4476,17710
4477,13252
4478,20623
4479,10725
4480,24289
4481,13215
4482,20990
4483,22129
4484,19043
4501,10020
4502,10509
4503,18176
4504,22201
4505,21247
4506,11339
4507,22973
4508,12427
4509,20555
4510,19871
4511,19906
4512,13088
4513,20787
4514,10027
4515,22276
4516,11023
4517,22941
4535,24008
4536,10074
4537,12864
4538,11624
4539,10402
4540,22528
4541,18550
4542,12954
4543,10143
4544,24415
4545,13502
4546,11288
4547,21044
4548,17604
4549,19880
4550,11275
4551,19908
4552,23724
4553,16467
4554,11247
4555,17511
4556,22247
4572,11319
4573,23694
4574,12618
4575,16247
4576,10471
4577,12421
4578,22611
4579,22781
4580,10529
4581,18711
4582,10517
4583,10589
4584,17441
4585,11058
4586,12955
4587,11764
4588,15561
4605,13690
4606,18165
4607,20594
4608,16473
4609,17157
4611,20998
4612,12437
4613,12217
4615,13061
4616,11385
4618,12027
4619,24183
4620,10654
4621,20819
4622,22603
4623,20308
4624,16983
4625,21007
4643,18690
4644,19929
4645,10331
4646,20644
4647,11006
4648,10478
4649,11365
4650,20283
4652,17117
4653,21731
4654,11089
4655,22195
4656,11016
4657,11496
4658,18306
4659,16367
4660,10299
4661,18538
4662,11074
4663,21325
4664,10391
4677,24365
4678,10719
4679,19635
4680,18125
4681,21022
4683,10997
4684,23978
4685,24358
4686,21289
4687,10385
4688,18268
4689,13023
4690,15265
4699,17060
4700,11534
4701,12720
4702,11063
4703,22256
4704,22760
4706,17325
4707,10734
4708,19840
4709,11465
4710,10739
4722,11568
4724,23702
4725,12194
4726,11001
4728,13777
4729,23874
4730,11028
4731,22626
4732,17194
4733,16060
4734,11596
4751,17269
4752,12831
4753,18164
4754,22479
4756,11032
4757,22784
4758,23205
4759,22797
4760,18395
4761,23437
4762,23784
4763,22352
4764,12435
4765,23801
4767,24288
4768,22630
4769,24178
4770,20348
4771,19650
4772,17707
4773,17270
4787,14240
4788,22740
4789,15664
4790,13771
4791,22585
4793,20863
4794,17606
4795,12280
4796,19669
4797,11005
4798,10395
4799,12605
4800,10836
4801,23754
4803,12277
4804,23846
4805,13141
4807,11091
4823,22089
4824,19817
4825,18202
4826,24416
4827,11801
4828,10733
4829,12873
4830,10986
4831,13538
4832,20560
4833,17836
4834,22420
4835,19685
4836,15961
4837,10477
4838,17220
4839,20634
4840,13208
4841,17830
4842,18200
4851,11997
4852,23839
4853,11359
4854,15981
4855,12811
4856,19162
4857,13164
4858,21328
4859,10376
4860,17552
4861,11461
4862,21224
4863,22465
4880,13559
4881,13090
4882,21207
4883,10726
4884,11087
4885,21729
4886,13564
4887,18292
4888,13506
4890,10656
4891,20760
4892,11245
4893,22122
4894,22255
4895,20564
4896,12436
4897,16219
4898,22567
4912,10586
4913,11105
4914,16429
4915,20512
4916,12535
4917,13062
4918,21233
4919,22085
4920,21215
4921,13781
4922,11107
4924,11255
4925,12728
4926,22608
4927,21232
4941,15979
4942,10386
4943,20534
4944,22738
4945,24087
4946,21368
4947,21791
4948,13560
4949,10592
4950,19809
4954,17928
4955,22468
4956,22798
4972,22610
4973,18006
4974,13681
4975,19672
4976,21733
4977,17288
4978,19649
4979,20517
4980,11527
4981,10731
4982,18413
4983,12793
4984,10664
4985,10735
4986,24169
4987,22353
4988,12958
4989,11935
5002,17070
5003,11252
5004,22091
5005,24032
5006,21027
5007,19945
5008,20637
5009,17838
5010,10514
5011,10389
5012,11804
5013,11041
5014,20854
5015,11144
5016,11490
5017,10711
5018,13093
5019,20550
5020,11328
5022,11600
5024,21191
5037,23721
5038,22622
5039,21798
5040,11300
5041,20837
5042,10712
5043,10290
5044,13091
5045,11101
5046,17323
5047,24420
5048,10674
5049,22609
5050,10513
5051,11414
5052,10566
5053,11996
5054,10506
5055,18584
5056,13089
5060,23885
5061,12821
5063,13772
5064,22786
5075,15141
5076,15978
5077,10581
5079,11677
5080,20373
5081,11286
5082,22584
5083,21322
5084,15138
5085,10729
5086,11310
5087,19142
5088,23838
5089,17672
5091,20557
5108,23966
5109,21030
5110,22624
5111,16721
5112,22627
5113,22619
5114,20890
5115,11106
5116,21916
5117,11572
5118,21011
5119,23360
5120,19913
5121,21770
5122,23436
5123,13161
5124,12685
5125,19040
5126,17767
5127,12507
5128,13066
5138,11290
5139,19041
5140,12001
5141,13341
5142,17779
5143,11073
5144,15531
5145,17525
5146,20554
5147,15133
5148,23348
5149,24040
5163,23329
5164,18760
5166,20588
5167,23979
5168,18190
5169,18304
5170,17066
5171,13060
5172,10404
5173,11021
5175,11355
5177,23845
5178,22613
5179,20031
5180,17505
5195,22724
5196,20558
5197,17110
5198,12529
5199,17004
5200,12749
5201,10021
5202,12598
5203,23844
5204,11013
5205,10298
5206,23518
5207,17328
5208,22197
5209,24359
5210,12861
5211,14253
5213,10661
5227,13291
5228,22219
5229,10819
5230,20624
5231,17255
5232,22725
5233,12278
5234,12569
5236,22628
5237,20836
5238,10465
5239,10388
5240,10501
5242,18084
5243,13224
5244,11683
5245,12988
5248,12693
5249,20642
5250,17305
5257,10075
5258,10795
5259,11027
5260,12570
5261,10721
5262,22782
5276,11358
5277,17087
5278,15977
5279,21217
5280,11111
5281,20790
5282,12990
5283,18710
5284,12534
5285,14153
5286,11059
5287,11595
5288,11411
5289,16016
5290,12567
5291,22621
5292,20529
5293,22924
5294,20858
5295,23221
5296,22820
5297,22237
5298,23522
5299,11312
5300,10515
5306,12531
5307,21758
5308,19648
5309,11080
5310,22562
5311,22612
5312,10848
5313,22617
5314,10475
5315,21722
5316,22258
5317,12245
5318,18360
5319,17411
5320,20107
5321,13184
5322,17382
5323,23770
5324,23403
5325,10993
5326,17342
5327,12863
5328,18033
5329,19660
5330,10798
5331,11053
5332,22753
5333,13326
5334,15788
5335,11672
5341,17947
5342,23350
5343,10338
5344,10124
5345,13138
5346,10665
5347,10398
5348,21728
5349,10949
5350,20633
5351,11088
5352,22229
5353,12283
5354,22589
5355,19857
5356,22288
5357,11535
5358,20621
5359,22123
5360,21226
5361,15689
5362,10384
5363,22480
5364,21935
5365,20636
5366,17282
5367,21324
5368,11800
5369,20551
5370,23384
5375,13614
5376,13307
5377,12424
5378,11079
5379,15699
5380,19668
5381,20434
5382,13645
5383,13639
5384,15670
5385,11176
5386,21790
5387,11322
5388,14241
5389,14931
5390,10985
5391,12281
5392,23349
5393,23633
5394,13293
5395,10519
5396,24002
5397,15783
5398,21239
5399,19675
5400,12420
5401,10998
5402,17109
5403,22620
5404,23401
5407,17727
5408,16501
5409,10730
5410,22470
5411,18819
5412,10317
5413,12434
5414,11065
5415,10720
5416,17048
5417,13162
5418,12250
5419,18303
5420,15566
5421,22090
5422,19946
5423,11813
5424,21297
5425,12002
5426,10722
5427,16798
5428,23063
5429,17114
5430,17926
5431,17078
5432,12689
5433,12417
5434,19636
5435,14878
5436,10667
5445,12867
5446,20101
5447,20543
5448,18765
5449,18388
5450,20619
5451,24000
5452,19659
5453,12000
5454,10587
5455,11999
5456,13339
5457,18933
5458,17188
5459,21848
5460,12216
5461,11026
5462,21000
5463,23756
5464,23669
5465,16495
5466,11092
5467,23860
5468,23840
5469,13782
5470,23245
5471,13278
5472,23324
5473,15884
5474,21209
5477,12386
5482,20835
5483,11564
5484,16201
5485,11566
5486,14647
5487,17112
5488,17059
5489,20159
5490,22211
5491,22785
5492,16823
5493,21229
5494,23836
5495,10951
5496,12208
5497,22217
5498,21859
5499,11086
5500,18376
5501,21945
5502,18766
5503,15135
5504,13611
5505,22238
5506,11285
5507,22780
5508,20569
5509,22281
5510,16586
5512,17065
5513,18601
5523,13770
5524,20559
5525,20540
5526,22822
5527,24189
5528,15581
5529,12419
5530,20635
5531,15568
5532,10498
5533,17844
5534,11844
5535,21672
5536,17082
5537,11017
5538,15668
5539,21936
5540,10029
5541,12872
5542,10578
5543,10678
5544,18571
5545,17257
5546,11570
5547,20310
5548,17032
5549,10727
5550,17661
5551,22466
5552,17778
5553,12522
5554,21772
5555,21561
5556,22389
5557,11072
5558,13209
5559,22754
5560,10591
5561,19950
5562,21308
5563,11368
5564,13026
5565,12869
5566,19948
5567,10120
5568,22457
5569,13390
5570,19068
5571,19103
5572,19104
5573,19105
5574,19124
5575,19126
5576,19143
5577,19144
5578,19169
5579,21948
5580,22553
5581,22578
5582,22643
5583,23758
5584,25647
5585,25649
5586,12468
5587,13450
5588,19431
5589,19437
5590,19439
5591,19441
5592,19456
5593,19457
5594,19464
5595,19468
5596,19967
5597,19968
5598,19970
5599,19974
5600,19975
5601,19976
5602,20065
5603,20991
5604,21047
5605,21049
5606,21051
5607,21527
5608,21528
5609,21531
5610,21533
5611,21534
5612,21537
5613,21542
5614,21550
5615,23259
5616,23260
5617,23262
5618,23263
5619,23265
5620,23310
5621,23311
5622,23430
5623,23431
5624,23435
5625,23778
5626,23779
5627,23781
5628,23892
5629,23893
5630,23900
5631,23911
5632,23918
5633,23919
5634,23921
5635,23922
5636,23929
5637,23930
5638,23932
5639,23934
5640,23935
5641,23936
5642,23937
5643,23940
5644,23941
5645,23942
5646,23943
5647,23955
5648,23956
5649,23957
5650,24064
5651,24190
5652,24191
5653,24195
5654,24398
5655,24407
5656,24933
5657,24934
5658,24935
5659,24937
5660,24939
5661,24940
5662,25846
5663,25847
5664,25861
5665,25862
5666,25900
5667,25901
5668,25902
5669,25903
5670,25904
5671,25905
5672,25906
5673,25911
5674,25919
5675,25925
5676,25939
5677,25940
5678,11450
5679,11459
5680,11460
5681,16592
5682,18280
5683,18281
5684,18362
5685,18677
5686,18678
5687,18680
5688,18682
5689,18684
5690,18685
5691,18686
5692,18687
5693,21056
5694,21060
5695,21061
5696,21063
5697,21064
5698,21068
5699,21298
5700,21299
5701,21318
5702,21321
5703,21330
5704,21338
5705,23035
5706,23036
5707,23041
5708,23042
5709,23043
5710,23044
5711,23045
5712,23046
5713,23048
5714,23049
5715,23703
5716,23705
5717,23715
5718,25765
5719,25766
5720,25767
5721,25768
5722,25769
5723,25770
5724,25771
5725,25772
5726,25773
5727,25774
5728,25775
5729,25776
5730,25778
5731,25779
5732,25780
5733,25781
5734,25782
5735,25783
5736,11477
5737,14929
5738,16800
5739,22192
5740,12486
5741,12487
5742,12626
5743,12629
5744,13322
5745,13323
5746,14566
5747,15787
5748,16362
5749,16710
5750,16717
5751,16718
5752,17752
5753,17753
5754,17826
5755,17829
5756,17831
5757,17837
5758,17839
5759,17846
5760,17847
5761,17848
5762,18001
5763,18567
5764,20436
5765,20518
5766,20519
5767,20520
5768,20527
5769,20530
5770,20535
5771,21872
5772,22079
5773,22234
5774,23013
5775,23047
5776,23381
5777,23405
5778,24065
5779,24093
5780,24214
5781,17198
5782,17597
5783,17599
5784,17600
5785,10129
5786,11093
5787,11103
5788,11333
5789,11335
5790,11336
5791,11337
5792,11751
5793,11772
5794,11823
5795,11824
5796,11826
5797,11830
5798,11832
5799,11833
5800,11834
5801,12187
5802,12188
5803,12428
5804,13333
5805,13336
5806,13445
5807,14040
5808,17108
5809,17488
5810,17981
5811,18204
5812,18605
5813,19901
5814,20622
5815,21744
5816,21747
5817,21748
5818,22282
5819,22460
5820,22461
5821,23228
5822,24434
5823,24515
5824,16935
5825,18770
5826,18771
5827,18773
5828,18776
5829,18777
5830,18778
5831,18779
5832,18780
5833,18787
5834,18788
5835,19404
5836,19412
5837,19413
5838,19414
5839,19471
5840,19942
5841,19943
5842,20263
5843,20264
5844,20265
5845,20268
5846,20269
5847,20273
5848,20274
5849,20276
5850,20796
5851,20798
5852,21580
5853,21581
5854,22074
5855,22075
5856,22250
5857,22251
5858,22526
5859,24181
5860,24184
5861,24306
5862,24307
5863,24309
5864,24310
5865,24311
5866,24314
5867,24320
5868,24426
5869,24440
5870,24637
5871,24691
5872,24692
5873,24906
5874,24943
5875,24944
5876,24946
5877,24947
5878,24949
5879,24950
5880,24951
5881,24952
5882,24997
5883,25013
5884,25018
5885,25314
5886,25543
5887,25544
5888,25636
5889,25714
5890,25715
5891,25716
5892,25717
5893,25808
5894,25809
5895,25843
5896,25945
5897,25946
5898,25947
5899,25948
5900,25950
5901,26045
5902,14075
5903,14904
5904,17786
5905,21040
5906,23093
5907,23101
5908,23107
5909,23108
5910,23109
5911,23111
5912,23112
5913,23113
5914,23114
5915,23116
5916,23118
5917,23141
5918,23146
5919,23150
5920,23162
5921,23169
5922,23179
5923,23180
5924,23182
5925,23183
5926,23185
5927,24464
5928,24466
5929,24470
5930,24472
5931,24492
5932,24493
5933,24495
5934,24496
5935,24499
5936,24500
5937,24501
5938,24503
5939,10009
5940,10160
5941,10747
5942,13953
5943,13955
5944,14963
5945,15059
5946,15068
5947,15484
5948,16859
5949,17686
5950,17694
5951,17782
5952,20513
5953,20514
5954,20515
5955,20516
5956,20609
5957,21032
5958,21055
5959,21390
5960,21391
5961,21392
5962,21576
5963,22747
5964,22834
5965,23954
5966,13200
5967,14939
5968,16476
5969,18648
5970,18649
5971,18650
5972,18922
5973,21988
5974,21989
5975,21990
5976,21991
5977,16933
5978,17209
5979,17211
5980,17213
5981,10423
5982,11995
5983,12232
5984,14629
5985,16787
5986,17249
5987,18367
5988,18854
5989,18874
5990,18891
5991,18962
5992,18966
5993,18976
5994,18983
5995,19174
5996,19194
5997,19369
5998,19375
5999,19376
6000,19382
6001,19384
6002,19385
6003,19386
6004,19572
6005,19990
6006,19991
6007,20037
6008,20069
6009,20070
6010,20082
6011,20093
6012,20095
6013,20119
6014,20195
6015,20211
6016,20841
6017,21301
6018,21331
6019,21521
6020,21641
6021,21651
6022,21662
6023,21663
6024,21665
6025,21668
6026,21669
6027,21670
6028,21671
6029,21673
6030,21676
6031,21687
6032,21703
6033,22498
6034,22664
6035,22665
6036,22711
6037,22800
6038,22806
6039,22807
6040,22808
6041,22812
6042,22813
6043,22814
6044,22815
6045,22818
6046,22821
6047,22849
6048,22850
6049,22921
6050,23443
6051,23449
6052,23450
6053,23451
6054,23457
6055,23459
6056,23463
6057,23647
6058,23650
6059,23651
6060,23655
6061,23665
6062,23671
6063,23676
6064,23684
6065,23685
6066,23689
6067,23718
6068,23720
6069,23727
6070,23730
6071,23731
6072,23733
6073,23734
6074,23740
6075,23741
6076,23745
6077,23775
6078,23785
6079,23787
6080,23806
6081,23807
6082,23808
6083,23813
6084,23815
6085,23817
6086,23822
6087,23825
6088,23830
6089,23855
6090,23856
6091,23857
6092,23858
6093,23859
6094,23868
6095,23869
6096,23871
6097,23873
6098,23878
6099,23879
6100,23881
6101,23883
6102,23889
6103,23976
6104,23977
6105,23980
6106,23981
6107,23983
6108,23987
6109,23989
6110,23990
6111,23991
6112,23992
6113,23995
6114,24004
6115,24006
6116,24013
6117,24015
6118,24019
6119,24021
6120,24024
6121,24041
6122,24043
6123,24047
6124,24050
6125,24052
6126,24053
6127,24066
6128,24071
6129,24073
6130,24076
6131,24079
6132,24082
6133,24091
6134,24095
6135,24097
6136,24098
6137,24099
6138,24104
6139,24106
6140,24225
6141,24228
6142,24231
6143,24232
6144,24234
6145,24235
6146,24236
6147,24239
6148,24240
6149,24245
6150,24246
6151,24247
6152,24248
6153,24249
6154,24251
6155,24257
6156,24258
6157,24259
6158,24260
6159,24261
6160,24262
6161,24264
6162,24265
6163,24268
6164,24269
6165,24275
6166,24441
6167,24442
6168,24504
6169,24908
6170,25308
6171,25309
6172,25388
6173,25655
6174,25656
6175,25657
6176,25658
6177,25659
6178,25660
6179,25661
6180,25662
6181,25664
6182,25665
6183,25666
6184,25667
6185,25705
6186,25810
6187,25811
6188,25812
6189,25813
6190,25814
6191,25815
6192,25818
6193,25819
6194,25823
6195,25824
6196,25825
6197,25827
6198,25828
6199,25829
6200,25831
6201,25832
6202,25833
6203,25834
6204,25835
6205,25836
6206,25837
6207,25838
6208,25839
6209,25840
6210,25849
6211,25955
6212,25956
6213,25957
6214,25958
6215,25959
6216,25960
6217,25961
6218,25962
6219,25963
6220,25964
6221,25965
6222,25968
6223,25969
6224,25970
6225,25971
6226,25972
6227,25974
6228,25975
6229,25976
6230,25977
6231,25978
6232,25979
6233,25980
6234,25981
6235,25982
6236,25983
6237,25984
6238,25985
6239,25986
6240,25987
6241,25988
6242,25989
6243,25990
6244,25991
6245,25992
6246,25993
6247,25994
6248,25995
6249,25996
6250,25997
6251,25998
6252,25999
6253,26000
6254,26001
6255,26002
6256,26003
6257,26004
6258,26005
6259,26006
6260,26007
6261,26008
6262,26009
6263,26010
6264,26012
6265,26013
6266,26014
6267,26016
6268,26017
6269,26018
6270,26019
6271,26020
6272,26021
6273,26022
6274,26023
6275,26024
6276,26025
6277,26026
6278,26027
6279,26028
6280,26029
6281,26030
6282,26031
6283,26032
6284,26033
6285,26034
6286,26035
6287,26036
6288,26037
6289,26038
6290,26039
6291,26040
6292,26041
6293,26042
6294,26043
6295,26047
6296,26048
6297,26049
6298,11938
6299,12500
6300,12501
6301,12502
6302,12503
6303,12504
6304,12505
6305,13467
6306,16785
6307,18217
6308,18218
6309,18219
6310,21075
6311,21076
6312,21078
6313,21595
6314,25721
6315,25722
6316,25723
6317,25724
6318,25737
6319,25738
6320,25739
6321,18161
6322,20784
6323,20786
6324,21423
6325,21941
6326,21949
6327,21970
6328,21973
6329,21974
6330,21976
6331,21979
6332,21980
6333,21981
6334,22003
6335,22008
6336,22009
6337,22011
6338,22012
6339,22262
6340,22263
6341,22264
6342,22404
6343,22405
6344,22826
6345,22827
6346,22835
6347,22836
6348,23393
6349,23640
6350,23641
6351,23642
6352,23643
6353,23763
6354,24646
6355,25622
6356,25623
6357,10970
6358,11266
6359,11498
6360,12184
6361,12406
6362,12515
6363,12517
6364,12959
6365,13401
6366,13784
6367,15441
6368,15483
6369,16255
6370,17028
6371,17142
6372,17197
6373,17592
6374,18023
6375,18206
6376,18235
6377,18540
6378,18559
6379,18568
6380,18636
6381,19642
6382,19645
6383,19826
6384,19827
6385,19925
6386,19926
6387,20004
6388,20005
6389,20006
6390,20007
6391,20011
6392,20175
6393,20184
6394,20205
6395,20246
6396,20334
6397,20758
6398,22051
6399,22745
6400,22746
6401,22748
6402,22749
6403,23219
6404,23280
6405,23285
6406,23286
6407,23288
6408,23295
6409,23296
6410,23297
6411,23298
6412,23299
6413,23300
6414,23301
6415,23302
6416,23303
6417,23304
6418,23305
6419,23306
6420,23307
6421,23308
6422,23309
6423,23313
6424,23316
6425,23317
6426,23318
6427,23325
6428,23326
6429,23327
6430,23328
6431,23331
6432,23334
6433,23336
6434,23424
6435,23425
6436,23465
6437,23468
6438,23897
6439,23901
6440,23902
6441,23906
6442,23907
6443,23908
6444,23909
6445,23910
6446,23914
6447,23916
6448,23924
6449,23946
6450,23961
6451,24185
6452,24186
6453,24380
6454,24393
6455,24399
6456,24404
6457,24406
6458,24411
6459,24412
6460,24413
6461,24414
6462,24417
6463,24430
6464,24925
6465,24958
6466,24959
6467,24960
6468,24961
6469,24962
6470,24963
6471,24965
6472,24966
6473,24967
6474,24969
6475,24979
6476,24980
6477,25251
6478,25252
6479,25786
6480,25798
6481,25799
6482,25800
6483,25804
6484,25850
6485,23338
6486,23484
6487,23489
6488,23490
6489,23491
6490,23492
6491,23495
6492,23962
6493,11506
6494,11508
6495,11509
6496,21309
6497,17291
6498,17297
6499,17496
6500,10019
6501,10195
6502,10445
6503,10534
6504,10713
6505,10723
6506,10732
6507,10796
6508,10809
6509,10834
6510,11267
6511,12454
6512,12456
6513,12510
6514,13761
6515,13764
6516,13766
6517,13768
6518,13785
6519,13797
6520,13798
6521,14284
6522,15637
6523,16109
6524,16110
6525,16111
6526,16112
6527,16113
6528,16114
6529,16115
6530,16116
6531,16117
6532,16118
6533,16119
6534,16120
6535,16122
6536,16123
6537,16124
6538,16125
6539,16126
6540,16145
6541,16299
6542,16300
6543,16301
6544,16303
6545,16304
6546,16307
6547,16308
6548,16335
6549,16336
6550,16337
6551,16381
6552,16674
6553,16722
6554,16723
6555,16725
6556,16726
6557,16728
6558,16995
6559,17016
6560,17022
6561,17023
6562,17044
6563,17045
6564,17471
6565,17628
6566,17744
6567,17763
6568,17764
6569,17896
6570,17899
6571,17976
6572,17978
6573,18057
6574,18059
6575,18066
6576,18111
6577,18112
6578,18120
6579,18127
6580,18128
6581,18130
6582,18149
6583,18245
6584,18308
6585,18310
6586,18312
6587,18313
6588,18315
6589,18316
6590,18317
6591,18322
6592,18323
6593,18331
6594,18332
6595,18333
6596,18346
6597,18735
6598,18736
6599,18738
6600,18739
6601,18740
6602,18741
6603,18742
6604,18743
6605,18744
6606,18745
6607,18746
6608,18747
6609,19624
6610,19691
6611,19951
6612,19966
6613,20340
6614,20341
6615,20342
6616,20343
6617,20456
6618,20465
6619,20468
6620,20469
6621,21107
6622,22053
6623,22117
6624,22318
6625,22322
6626,22325
6627,22326
6628,22950
6629,23090
6630,23216
6631,23250
6632,23516
6633,24221
6634,24347
6635,24348
6636,24349
6637,24350
6638,24351
6639,24353
6640,24354
6641,24469
6642,24654
6643,24655
6644,24656
6645,24657
6646,24658
6647,24659
6648,24660
6649,24661
6650,24662
6651,24663
6652,24664
6653,24665
6654,24674
6655,24676
6656,24695
6657,25022
6658,25126
6659,25127
6660,25128
6661,25129
6662,25130
6663,25131
6664,25132
6665,25133
6666,25134
6667,25135
6668,25136
6669,25137
6670,25138
6671,25139
6672,25140
6673,25146
6674,25147
6675,25148
6676,25149
6677,25150
6678,25151
6679,25154
6680,25155
6681,25156
6682,25157
6683,25158
6684,25159
6685,25160
6686,25161
6687,25162
6688,25164
6689,25165
6690,25167
6691,25168
6692,25170
6693,25171
6694,25172
6695,25173
6696,25187
6697,25188
6698,25211
6699,25212
6700,25213
6701,25214
6702,25223
6703,25224
6704,25225
6705,25226
6706,25227
6707,25228
6708,25229
6709,25230
6710,25231
6711,25232
6712,25233
6713,25269
6714,25337
6715,25338
6716,25339
6717,25340
6718,25341
6719,25386
6720,25564
6721,25565
6722,25567
6723,25572
6724,25797
6725,25807
6726,25817
6727,22491
6728,22492
6729,22514
6730,22515
6731,22830
6732,22831
6733,22841
6734,22842
6735,23400
6736,23644
6737,23759
6738,23760
6739,25620
6740,25621
6741,22448
6742,24205
6743,25010
6744,25011
6745,25637
6746,25805
6747,16018
6748,22766
6749,10163
6750,10164
6751,10165
6752,10218
6753,11415
6754,11472
6755,11473
6756,11474
6757,11475
6758,11955
6759,11964
6760,12655
6761,12656
6762,12658
6763,12659
6764,12660
6765,12914
6766,12915
6767,12921
6768,13189
6769,13190
6770,13191
6771,13194
6772,13241
6773,13242
6774,13477
6775,13479
6776,13480
